index,nom_agence,ville,email,site_web,domaine,confiance_actuelle
651,J'aime L'Immo France – Gestion et sous-location immobilière ...,Paris Tél,contact@jaimelimmofrance.fr,https://www.jaimelimmofrance.fr/,jaimelimmofrance.fr,AUCUNE
659,Accueil - Parella France,Paris,contact@parella.fr,https://parella-group.fr/,parella-group.fr,AUCUNE
665,Amel Farague Immobilier | Paris,Paris,farague.immobilier@gmail.com,https://www.amelfaragueimmobilier.com/,amelfaragueimmobilier.com,AUCUNE
667,JUM IMMO Pantin: Agence Immobilière,Pantin,contact@jumimmo.com,https://www.jumimmo.com/,jumimmo.com,AUCUNE
685,Agent immobilier LABORDE IMMOBILIER,Beziers,contact@labordeimmo.fr,https://www.fattuto.com/agent-immobilier/beziers/laborde-immobilier,fattuto.com,AUCUNE
690,Laroze Immobilier: Home,Nogent,contact@larozeimmo.com,https://larozeimmo.com/,larozeimmo.com,AUCUNE
698,unicorn.lu,,info@unicorn.lu,https://www.unicorn.lu/,unicorn.lu,AUCUNE
702,LD Home - Accueil,,info@ldhome.lu,https://www.ldhome.lu/fr,ldhome.lu,AUCUNE
706,NOVIN' REAL ESTATE - Agence Immobilière Luxembourg,,info@novin.lu,https://novin.lu/,novin.lu,AUCUNE
719,House dream: Accueil,,contact@housedream.lu,https://www.housedream.lu/,housedream.lu,AUCUNE
728,Zineb BENLAMRI,,zineb.benlamri@macles.fr,https://www.macles.fr/89-benlamri-zineb0/1,macles.fr,AUCUNE
733,Accueil - M2A CONSEILS,Paris,contact@m2aconseils.fr,https://www.m2aconseils.fr/,m2aconseils.fr,AUCUNE
745,M&L Immobilier,Metz,contact@mlimmobilier.fr,https://www.mlimmobilier.fr/,mlimmobilier.fr,AUCUNE
754,Dolce Casa Immobilier: Accueil,Le Perreux,leperreux@dolcecasa-immo.com,https://dolcecasa-immo.com/,dolcecasa-immo.com,AUCUNE
756,Luxury Apartments for Sale & Rent in Paris | LuxuryFlatInParis ...,Paris,sami.saab@luxuryflatinparis.fr,https://www.luxuryflatinparis.fr/,luxuryflatinparis.fr,AUCUNE
758,Castan Immobilier : Votre Expert en Immobilier à Paris et en ...,Paris,contact@castan-immobilier.fr,https://www.castan-immobilier.fr/,castan-immobilier.fr,AUCUNE
766,Joie&Frère Agence Immobilière à Veyrier-du-lac à proximité ...,Veyrier,informations@joieetfrere.com,https://www.joieetfrere.com/,joieetfrere.com,AUCUNE
770,Re partners: Accueil,Evry,contact@re-partners.fr,https://re-partners.fr/,re-partners.fr,AUCUNE
771,CD CONSULT : HOME,,immo@cdconsult.be,https://www.cdconsult.be/,cdconsult.be,AUCUNE
774,Nova Immo | Agence immobilière dans le Brabant Wallon ...,Quel,info@nova-immo.be,https://nova-immo.be/,nova-immo.be,AUCUNE
779,PRIMONIA Gestionnaire de biens immobiliers,Paris,flabrousse@primonia.fr,https://www.primonia.fr/,primonia.fr,AUCUNE
780,Mister Property Levallois-Perret (MP GROUP),Levallois-Perret,mpgroup@mister-property.fr,https://www.mister-property.fr/agence/150826___/mister-property-levallois-perret-mp-group.html,mister-property.fr,AUCUNE
786,Felix Patrimonium,,contact@felixpatrimonium.com,https://felixpatrimonium.com/,felixpatrimonium.com,AUCUNE
787,GESTION - PARIS ESTATE SERVICES,,eric.rebmann@parisestateservices.fr,https://www.parisestateservices.fr/gestion,parisestateservices.fr,AUCUNE
802,Rente Consulting Paris | Immobilier de luxe à Paris ...,Paris,contact@renteconsult.com,https://renteconsulting.com/,renteconsulting.com,AUCUNE
809,Agence Rivoli : Agence immobilière Nice : achat appartement ...,Nice,contact@lagencerivoli.fr,https://www.lagencerivoli.fr/,lagencerivoli.fr,AUCUNE
810,Lacaze Henry Immo: ACCUEIL,Combs,contact@lacaze-henry.immo,https://www.lacaze-henry.immo/,lacaze-henry.immo,AUCUNE
812,cabinet immobilier à Paris 9e arrondissement - Agence OMRI,Paris,contact@agence-omri.fr,http://agence-omri.fr/agence-immobiliere-paris-9e/,agence-omri.fr,AUCUNE
826,FDA Immobilier: Accueil,Paris,contact@fda-immobilier.com,https://www.fda-immobilier.com/,fda-immobilier.com,AUCUNE
829,Sepi Immo - Agence immobilière à Charleroi,Charleroi,info@sepi-immo.be,https://sepi-immo.be/,sepi-immo.be,AUCUNE
846,H2I : Logiciel gestion immobilière ...,Paris,contact@h2i.fr,https://immo2.pro/annuaire/prestataire/logiciel-gestion-immobiliere/h2i/,immo2.pro,AUCUNE
861,SWANN & Cie: ACCUEIL,Paris,contact@swann-cie.com,https://www.swann-cie.com/,swann-cie.com,AUCUNE
863,Agence Immobilière Cosse Durbuy - Maisons à vendre et à ...,,info@cosseimmo.be,https://www.cosseimmo.be/,cosseimmo.be,AUCUNE
873,"Sofincal Conseil - Gestion Locative, Vente, Location",Paris,info@sofincalconseil.fr,https://www.sofincalconseil.com/,sofincalconseil.com,AUCUNE
880,Scandic Immobilier,Paris,info@scandic.fr,https://www.scandic.fr/,scandic.fr,AUCUNE
885,LOUISE IMMOBILIER | Chaville & Viroflay,Chaville,agence@louiseimmobilier.fr,https://www.louiseimmobilier.fr/,louiseimmobilier.fr,AUCUNE
902,Agence Immo Transac Réunion | L'immobilier 3.0 à La Réunion,Boulogne,agenceimmotransac@gmail.com,https://immotransac.re/,immotransac.re,AUCUNE
906,Propriétés de Sologne -Votre expert en biens immobiliers,Romorantin-Lanthenay,direction@proprietes-sologne.com,https://proprietes-sologne.com/,proprietes-sologne.com,AUCUNE
919,"ImmobilierConcept, votre agence Immobilière sur la Côte Bleue",Martigues,contact@immobilierconcept.com,https://immobilierconcept.com/,immobilierconcept.com,AUCUNE
927,la sereine immobilier (la sereine immo) (ls),Montluel La Sereine Immobilier,contact@sereineimmo.fr,https://annuaire-entreprises.data.gouv.fr/entreprise/949493076,annuaire-entreprises.data.gouv.fr,AUCUNE
931,Le Repère Immobilier La Baule - Agence ...,La Baule-Escoublac,lerepereimmobilier@gmail.com,https://www.ouestfrance-immo.com/annuaire-immobilier/agence-immobiliere-44-13020.htm,ouestfrance-immo.com,AUCUNE
966,Valérie Herbelot Immobilier: Agence immobilière Ormesson ...,Chennevières Sur Marne,info@valerieherbelot.com,https://www.valerieherbelot.com/,valerieherbelot.com,AUCUNE
968,MV Immo: Accueil,Neuilly,hpires@mvimmo.fr,https://mvimmo.lu/fr/,mvimmo.lu,AUCUNE
996,"Accueil - Welcome At Home, Agence immobilière à Liège",Liège,info@welcomeathome.be,https://welcomeathome.be/,welcomeathome.be,AUCUNE
1001,Accueil - Promotheus Immobilier France,,Contact@promotheus.fr,https://www.promotheusimmobilier.fr/,promotheusimmobilier.fr,AUCUNE
1017,Agence Les Mimosas - Accueil,,info@lesmimosasimmobilier.com,https://lesmimosasimmobilier.com/,lesmimosasimmobilier.com,AUCUNE
1028,Celine Immo & Conseils: Agence immobilière Cattenom,Cattenom,celineimmoconseils@gmail.com,https://celine-immo-conseil.fr/,celine-immo-conseil.fr,AUCUNE
1029,VERSALIA IMMOBILIER,Versailles,contact@versalia-immobilier.com,https://www.versalia-immobilier.com/,versalia-immobilier.com,AUCUNE
1035,"Ouest Demeures Immobilier, agence immobilière Rueil ...",Rueil-Malmaison,ouestdemeures@gmail.com,https://www.ouestdemeures.com/,ouestdemeures.com,AUCUNE
1036,Michaël Larant conseiller immobilier à Saint Médard En,Saint Médard En,michael.larant@lfimmo.fr,https://www.lfimmo.fr/agents/3722-michael-larant-saint-medard-en-jalles-33160,lfimmo.fr,AUCUNE
1038,Société HH INVEST à 93160 NOISY-LE-GRAND,Noisy,hh@invest.fr,https://annuaire-entreprises.data.gouv.fr/entreprise/984529628,annuaire-entreprises.data.gouv.fr,AUCUNE
1063,Accueil - JURIN IMMOBILIER,Saint Maur,contact@jurinimmobilier.fr,https://jurinimmobilier.fr/,jurinimmobilier.fr,AUCUNE
1087,2A Immo: Agence immobilière à Petit-Caux,Annecy,contact@2a-immobilier.fr,https://www.2a-immobilier.fr/,2a-immobilier.fr,AUCUNE
1088,Office Weelodge Conflans Ste Honorine,Conflans-Sainte-Honorine,conflans@weelodge.fr,https://www.weelodge.fr/office/office-weelodge-conflans-ste-honorine,weelodge.fr,AUCUNE
1093,Syndic de copropriété : notre coeur de métier | Kallia immobilier,Evry Lundi,contact@kallia-immobilier.fr,https://kallia-immobilier.fr/,kallia-immobilier.fr,AUCUNE
1096,Home - Cabinet Haméon et Associés,Ivry,accueil@cabinet-hameon.fr,https://cabinet-hameon.fr/,cabinet-hameon.fr,AUCUNE
1101,Fabrice Auberger - négociateur immobilier chez CABINET ...,Maisons-Alfort,fabrice.auberger@darjo-immobilier.com,https://fr.linkedin.com/in/fabrice-auberger-6559a4203,fr.linkedin.com,AUCUNE
1107,Entre Toit et Moi: Accueil,Ostheim,contact@entretoitetmoi-immo.fr,http://www.entretoitetmoi-immo.fr/,entretoitetmoi-immo.fr,AUCUNE
1112,Venturi Immo,Clamart,contact@venturiimmo.com,https://www.venturiimmo.com/,venturiimmo.com,AUCUNE
1142,Bel'Immo: Agence immobilière Beligneux,Béligneux,beligneux.immo@gmail.com,https://www.beligneuximmo.fr/,beligneuximmo.fr,AUCUNE
1150,"Home 21 Immobilier - Overview, News & Similar companies",Website,contact@home21immobilier.com,https://www.zoominfo.com/c/home-21-immobilier/474415985,zoominfo.com,AUCUNE
1160,dimitri piel,,d.piel@bonaparte-artdevivre.com,https://www.bonaparte-artdevivre.com/fr/brokers/dimitri-piel,bonaparte-artdevivre.com,AUCUNE
1161,H2I : Logiciel gestion immobilière ...,Paris,serviceinternet@h2i.fr,https://immo2.pro/annuaire/prestataire/logiciel-gestion-immobiliere/h2i/,immo2.pro,AUCUNE
1165,AIVF Agence Immobilière Du Val Fleur à Meudon,Meudon,val-fleury-immo@numericable.com,https://www.infobel.com/fr/france/a_i_v_f_agence_immobiliere_du_val_fleur/meudon/FR103536859-0146262278/businessdetails.aspx,infobel.com,AUCUNE
1200,Michel Montoro Immobilier: Agence Immobilière Saint ...,Saint-Germain,accueil@cabinet-montoro.fr,https://www.cabinet-montoro.fr/,cabinet-montoro.fr,AUCUNE
1203,"Sandrine Estrade, Agent Immobilier",,sandrine@agencemosaic.fr,https://agencemosaic.fr/2023/04/01/sandrine-estrade-agence-mosaic/,agencemosaic.fr,AUCUNE
1209,"EOL: Conseil en immobilier industriel, logistique et commercial",,info@eol.fr,https://www.eol.fr/,eol.fr,AUCUNE
1223,primmo9conseil (priommo9conseil) - L'Annuaire des Entreprises,,contact@primmo9conseil.fr,https://annuaire-entreprises.data.gouv.fr/entreprise/primmo9conseil-priommo9conseil-889750204,annuaire-entreprises.data.gouv.fr,AUCUNE
1227,SACCI IMMOBILIER – Le sens de l'immobilier,,infos@sacci.fr,https://sacci.fr/,sacci.fr,AUCUNE
1237,IMMOBILIER Athis mons | AGENCE DE L'AEROPORT ...,Athis-Mons,agence.aeroport@orange.fr,https://www.agencedelaeroportimmo.fr/,agencedelaeroportimmo.fr,AUCUNE
1243,Immobiliere Franchitti - Le choix de l'immobilier à taille humaine,,gfranchitti@immo-franchitti.com,https://www.immobiliere-franchitti.fr/,immobiliere-franchitti.fr,AUCUNE
1254,Fabio Corporon: Accueil,,fabio.corporon@viag2e.com,https://www.fabiocorporon.fr/,fabiocorporon.fr,AUCUNE
1284,L'AGENCE BLEUE - Agence immobilière à Goussainville,Paris,contact@immocontact.fr,https://www.immocontact.fr/,immocontact.fr,AUCUNE
1292,Equipe - Hestia Immobilier,,sophie@groupe-hestia.com,https://www.agence-hestia-immobilier.fr/equipe/,agence-hestia-immobilier.fr,AUCUNE
1299,L'Agence des Arcades - Chatou,Chatou,chatou@arcades-immo.com,https://www.lagencedesarcades.com/,lagencedesarcades.com,AUCUNE
1300,Accueil | JFF Finances Holding Familiale Versailles - Le ...,Paris,jff.finances@gmail.com,https://www.jff-finances.fr/,jff-finances.fr,AUCUNE
1307,Anouk Dossin,,anoukdossin@live.fr,https://www.anoukdossinconseils.com/,anoukdossinconseils.com,AUCUNE
1308,"My Home - Overview, News & Similar companies",Nandy,contact@myhomenandy.com,https://www.zoominfo.com/c/my-home/536304853,zoominfo.com,AUCUNE
1311,Immobilier Tours - Maison et Appartement Tours - Lucilia B ...,Tours,gestion@luciliab-immobilier.fr,https://www.lucilia-b-immobilier.fr/,lucilia-b-immobilier.fr,AUCUNE
1313,Biens à Vendre | Agence Tecnocasa Le Chesnay,Le,lechesnay@tecnocasa.fr,https://lechesnay1.tecnocasa.fr/biens-a-vendre,lechesnay1.tecnocasa.fr,AUCUNE
1315,"Agence du chateau, Egreville , plus de 600 maisons et ...",Sceaux,agence-du-chateau1@orange.fr,https://www.agence-chateau.fr/,agence-chateau.fr,AUCUNE
1320,Simon Immo : Agences et Consultants immobilier en régions,Le Havre,contact@simonimmo.fr,https://www.simon.immo/,simon.immo,AUCUNE
1342,"BLB Immobilier: Agence immobilière Rambouillet, Les Essarts ...",Rambouillet,contact@blbimmo.fr,https://www.blbimmo.fr/,blbimmo.fr,AUCUNE
1345,AB IMMOBILIER: Accueil,Boulogne,ab-immo@wanadoo.fr,https://abimmo.fr/fr/,abimmo.fr,AUCUNE
1359,Bailleur Tranquille MAUBEUGE,,erehabitat@bailleurtranquille.com,https://bailleurtranquille.com/agences/location-vente-gestion-locative-2/,bailleurtranquille.com,AUCUNE
1372,Votre Agent Immobilier Olivier Lam fonde ...,,o.lam@agencemajordhome.fr,https://agencemajordhome.fr/agent-immobilier/,agencemajordhome.fr,AUCUNE
1373,Qui sommes-nous | SANNOIS IMMOBILIER,Sannois,sannoisimmobilier@orange.fr,https://www.sannoisimmobilier.com/content/1/qui-sommes-nous.html,sannoisimmobilier.com,AUCUNE
1382,Veronique Moureaux - Ingénierie Patrimoniale chez ...,Deuil,veronique.mouraux@gmail.com,https://fr.linkedin.com/in/veronique-moureaux-63579316,fr.linkedin.com,AUCUNE
1387,Bienvenue sur le site de l'agence immobilière Go Invest à ...,Quel,ale@go-invest.be,https://www.go-investuccle.be/,go-investuccle.be,AUCUNE
1388,agence immobilière à Maisons Laffitte,Longueil Immobilier Ville,contact@longueil-immobilier.com,https://www.longueil-immobilier.com/agence/251428___/longueil-immobilier.html,longueil-immobilier.com,AUCUNE
1393,"So Well Immobilier, agence immobilière à Ermenonville-la ...",Dammarie,so-well-immobilier1@orange.fr,https://www.so-well-immobilier.fr/,so-well-immobilier.fr,AUCUNE
1395,Jennifer Daste - AGENCE ECLATS Montevrain,Montévrain Agence,jennifer.eclatsmontevrain@gmail.com,https://fr.linkedin.com/in/jennifer-daste-b2757680,fr.linkedin.com,AUCUNE
1397,Sogimco 77: Agence immobilière Lagny-sur-Marne,Lagny,info@sogimco77.fr,https://www.sogimco77.fr/,sogimco77.fr,AUCUNE
1398,AB IMMOBILIER: Accueil,,ab.immobilier@wanadoo.fr,https://abimmo.fr/fr/,abimmo.fr,AUCUNE
1401,Insula Gestion - Votre partenaire en gestion locative,Lagny-Sur-Marne,contact@insula-gestion.fr,https://insula-gestion.fr/,insula-gestion.fr,AUCUNE
1414,SCAN IMMOBILIER,Fontainebleau France,agence@scan-immobilier.com,https://scan-immobilier.com/fr/,scan-immobilier.com,AUCUNE
1424,BONHOMME VIAGER – Achat – Vente de biens immobiliers et ...,Follainville,contact@bonhomme-viager.fr,https://www.bonhomme-viager.fr/,bonhomme-viager.fr,AUCUNE
1456,Accueil - URVOI IMMOBILIER,Saint-Leu,axel@urvoi-immobilier.fr,https://urvoi-immobilier.fr/,urvoi-immobilier.fr,AUCUNE
1458,Sabine de Jarnac - Immobilier: Accueil,Vaucresson,contact@jarnac-immo.com,https://www.jarnac-immo.com/,jarnac-immo.com,AUCUNE
1483,Accueil - IFF GESTION,,courriers@iff-gestion.fr,https://www.iff-gestion.fr/,iff-gestion.fr,AUCUNE
1486,BV Immobilier Lyon 7 & St-Symphorien-d'Ozon estimation ...,Lyon,quentin@bvimmobilier.fr,https://www.bvimmobilier.fr/,bvimmobilier.fr,AUCUNE
1498,H2I : Logiciel gestion immobilière ...,Paris,serviceinternet@h2i.fr,https://immo2.pro/annuaire/prestataire/logiciel-gestion-immobiliere/h2i/,immo2.pro,AUCUNE
1517,GDI Conseils | Spécialiste de la transaction immobilière à Lyon,Lyon,guillaumedadolle@gdi-conseils.fr,https://gdi-conseils.fr/,gdi-conseils.fr,AUCUNE
1519,Like Home Gestion: Spécialistes en gestion locative | Lyon,Lyon,contact@like-home-immobilier.fr,https://www.like-home-immobilier.fr/,like-home-immobilier.fr,AUCUNE
1525,PAGNON IMMOBILIER: Accueil,Lyon,pagnon-immobilier@orange.fr,https://pagnon-immobilier.fr/fr/,pagnon-immobilier.fr,AUCUNE
1532,EDM RHONE IMMO - Accueil,Son,edmrhoneimmo69@gmail.com,https://www.edm-rhone-immo.fr/,edm-rhone-immo.fr,AUCUNE
1541,Découvrez nos biens à louer - Régie Castan ...,,contact@regiecm.com,https://www.regiecm.com/alouer,regiecm.com,AUCUNE
1545,"Hôtels, Immeubles en blocs, Propriétés viticoles",,contact@compleximo.fr,https://compleximo.fr/hotels-immeubles-proprietes-viticoles.php,compleximo.fr,AUCUNE
1562,"Agence immobilière Rapin Immo à Lyon 5ème, vente, location ...",Lyon,contact@rapin-immo.com,https://www.rapin-immo.com/,rapin-immo.com,AUCUNE
1573,Agence immobilière à Horbourg-wihr - Colmar et alentours,Horbourg Wihr,agenceifk@gmail.com,https://www.agence-ifk.com/index.php?action=contact,agence-ifk.com,AUCUNE
1603,Agence Kahûte – Agence immobilière Monts d'Or Kahûte,Champagne,agence@kahute.immo,https://www.kahute.fr/,kahute.fr,AUCUNE
1643,IFC Conseils,Évreux,evreux@ifcconseils.fr,https://www.ifcconseils.fr/,ifcconseils.fr,AUCUNE
1657,Agent immobilier CABINET IMMOBILIER HYVRARD,Saint,contact@cabinethyvrard.fr,https://www.fattuto.com/agent-immobilier/st-chamond/cabinet-immobilier-hyvrard/,fattuto.com,AUCUNE
1673,Teyssier-Christin,Brignais,brignais@teyssier-christin.com,https://www.teyssier-christin.com/,teyssier-christin.com,AUCUNE
1680,David Robin: Agence immobilière à Fleurus et Sombreffe,Fleurus,info@davidrobin.be,https://www.davidrobin.be/,davidrobin.be,AUCUNE
1724,Calathea-immobilier: Accueil,,contact@calathea-immobilier.com,https://calathea-immobilier.com/,calathea-immobilier.com,AUCUNE
1774,Multimmo: Agence immobilière à Clermont-Ferrand (63),Clermont-Ferrand,loic.guilhomond@multimmo.fr,https://www.multimmo.fr/,multimmo.fr,AUCUNE
1823,Location immobilière en Luberon. Cap'Immo Gestion Apt,Apt,capimmogestion@gmail.com,https://www.capimmogestion.com/,capimmogestion.com,AUCUNE
1825,"Puressentiel | Huiles essentielles, Santé naturelle ...",,leny@valeur-essentielle.fr,https://fr.puressentiel.com/?srsltid=AfmBOoo_XP40fYP4uU8OsUrRaJEQFTbKVuqu7eMcVbIEijDQwp7dlIRQ,fr.puressentiel.com,AUCUNE
1858,Toutes les coordonnées,Chambéry,contact@cristal-habitat.fr,https://www.cristal-h.fr/piochet-2/,cristal-h.fr,AUCUNE
1865,Katy Laurent - Chasseur,Bourg,contact@katylaurent.fr,https://federation-chasseurs-immobiliers.com/adherent/katy-laurent/,federation-chasseurs-immobiliers.com,AUCUNE
1872,IMMO DECO SAVOIE – Agence immobilière à Chambéry,Chambéry,isabelle@immodecosavoie.com,https://immodecosavoie.com/,immodecosavoie.com,AUCUNE
1875,"Ecully Immobilier, agence immobilière Écully et Dardilly",Ecully,franckpariset@ecullyimmo.com,https://www.ecullyimmo.com/,ecullyimmo.com,AUCUNE
1881,Vallée Verte Immobilier,Habère-Lullin,emmanuel.fleury@vvimmobilier.com,https://www.vvimmobilier.com/,vvimmobilier.com,AUCUNE
1882,OMALYS Immobilier: Accueil,Aire-Sur-La-Lys,jmerlier@omalys.immo,https://omalysimmobilier.fr/fr/,omalysimmobilier.fr,AUCUNE
1887,Cabinet Cartallier: Agence immobilière Chalon-sur-Saône,Confiez,cartallierimmo@cartallier.com,https://www.cartallier.com/,cartallier.com,AUCUNE
1901,Premium Real Estate and Chalets | Mouton à Bascule,Bascule,contact@moutonabascule.com,https://moutonabascule.com/en/home/,moutonabascule.com,AUCUNE
1907,Accueil - Léman Immo - Simon Truchot - Agent Immobilier,Perrignier,contact@lemanimmo.fr,https://lemanimmo.fr/,lemanimmo.fr,AUCUNE
1914,"LB-Immobilier, Agence Immobilière en Veveyse",,benoit.legay@lb-immobilier.ch,https://lb-immobilier.ch/,lb-immobilier.ch,AUCUNE
1923,Régie Schmid: Accueil,Régie Schmid,info@regie-schmid.ch,https://regie-schmid.ch/,regie-schmid.ch,AUCUNE
1929,LSI Lyonnet Sordat Immobilier,Clermont-Ferrand,info@lsimmobilier.com,https://www.lsimmobilier.com/,lsimmobilier.com,AUCUNE
1941,CORENTIN BASSO | Réseau national BSK immobilier,,c.basso@bskimmobilier.com,https://bskimmobilier.com/corentin-basso-8503,bskimmobilier.com,AUCUNE
